id	subject	predicate	object	knowledge_level	agent_type	primary_knowledge_source	publications	role	concentration_value	concentration_unit	organoid_type	evidence
PMC:11132046--mentions--NCBIGene:778701	PMC:11132046	biolink:mentions	NCBIGene:778701	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11132046	growth factor			gastric	DMEM/F12 advanced medium containing R‐Spondin1, EGF, Noggin, FGF10, and Wnt3a
PMC:11132046--mentions--NCBIGene:100525086	PMC:11132046	biolink:mentions	NCBIGene:100525086	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11132046	growth factor			gastric	DMEM/F12 advanced medium containing R‐Spondin1, EGF, Noggin, FGF10, and Wnt3a
PMC:11132046--mentions--NCBIGene:482208	PMC:11132046	biolink:mentions	NCBIGene:482208	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11132046	growth factor			gastric	DMEM/F12 advanced medium containing R‐Spondin1, EGF, Noggin, FGF10, and Wnt3a
PMC:11173746--mentions--NCBIGene:5067522	PMC:11173746	biolink:mentions	NCBIGene:5067522	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11173746				cerebral	NT3 (10 ng μL − 1 )
PMC:11173746--mentions--NCBIGene:100137216	PMC:11173746	biolink:mentions	NCBIGene:100137216	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11173746				cerebral	GM-CSF (100 ng mL − 1 )
PMC:11173746--mentions--NCBIGene:100873160	PMC:11173746	biolink:mentions	NCBIGene:100873160	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11173746				cerebral	IL-34 (50 ng mL − 1 )
PMC:11173746--mentions--NCBIGene:820	PMC:11173746	biolink:mentions	NCBIGene:820	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11173746				cerebral	cAMP (5 µM mL − 1 )
PMC:11186971--mentions--NCBIGene:100113425	PMC:11186971	biolink:mentions	NCBIGene:100113425	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11186971	induce foregut endoderm differentiation			liver	The BMP4 signal from septum transversum mesenchyme (STM) and the FGF2 signal from cardiac mesoderm induce foregut endoderm to differentiate into liver primordium rather than VP
PMC:11186971--mentions--NCBIGene:443306	PMC:11186971	biolink:mentions	NCBIGene:443306	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11186971	induce foregut endoderm differentiation			liver	The BMP4 signal from septum transversum mesenchyme (STM) and the FGF2 signal from cardiac mesoderm induce foregut endoderm to differentiate into liver primordium rather than VP
PMC:11186971--mentions--NCBIGene:100525086	PMC:11186971	biolink:mentions	NCBIGene:100525086	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11186971	induces pancreato-biliary characteristics			liver	While the FGF10 signal from STM induces pancreato-biliary characteristics via FGF10/FGFRIIb/Sox9 signal axis
PMC:11186971--mentions--NCBIGene:100529167	PMC:11186971	biolink:mentions	NCBIGene:100529167	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11186971				liver	modulates hepatic fate by regulating WNT2bb expression
PMC:11186971--mentions--MESH:C066845	PMC:11186971	biolink:mentions	MESH:C066845	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11186971	promote liver growth			liver	WT1 + mesothelial cells promote liver growth by secreting pleiotrophin and midkine
PMC:11186971--mentions--PR:000010265	PMC:11186971	biolink:mentions	PR:000010265	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11186971	promote liver growth			liver	WT1 + mesothelial cells promote liver growth by secreting pleiotrophin and midkine
PMC:11186971--mentions--NCBIGene:100525120	PMC:11186971	biolink:mentions	NCBIGene:100525120	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11186971	contribute to hepatocyte proliferation			liver	secret angiocrine growth factors (e.g., HGF) that contribute to hepatocyte proliferation
PMC:11190488--mentions--NCBIGene:100322894	PMC:11190488	biolink:mentions	NCBIGene:100322894	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11190488	activates Gfral/Ret receptor tyrosine kinase			kidney	GDNF activates Gfral/Ret receptor tyrosine kinase in the UB cells and promotes their consecutive rounds of branching
PMC:11190488--mentions--NCBIGene:100641115	PMC:11190488	biolink:mentions	NCBIGene:100641115	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11190488	induction			kidney	Under the induction by the UB-derived Wnt signal, MM starts proliferation
PMC:11190488--mentions--CHEBI:91091	PMC:11190488	biolink:mentions	CHEBI:91091	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11190488	Wnt agonist, GSK-3 inhibitor			kidney	
PMC:11190488--mentions--NCBIGene:100113425	PMC:11190488	biolink:mentions	NCBIGene:100113425	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11190488				kidney	
PMC:11190488--mentions--NCBIGene:5506249	PMC:11190488	biolink:mentions	NCBIGene:5506249	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11190488				kidney	Next, activin and retinoic acid, combining 3 μM CHIR and Bmp4, determined the pIM
PMC:11190488--mentions--NCBIGene:396717	PMC:11190488	biolink:mentions	NCBIGene:396717	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11190488				kidney	
PMC:11190488--mentions--NCBIGene:778701	PMC:11190488	biolink:mentions	NCBIGene:778701	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11190488				kidney	
PMC:11190488--mentions--CHEBI:75393	PMC:11190488	biolink:mentions	CHEBI:75393	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11190488				kidney	
PMC:11190488--mentions--CHEBI:26536	PMC:11190488	biolink:mentions	CHEBI:26536	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11190488	regulate anterior-posterior patterning			kidney	Retinoic acid (RA) and FGF9 are required to regulate the anterior-posterior patterning
PMC:11190488--mentions--NCBIGene:443306	PMC:11190488	biolink:mentions	NCBIGene:443306	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11190488				kidney	
PMC:11190488--mentions--NCBIGene:2253	PMC:11190488	biolink:mentions	NCBIGene:2253	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11190488				kidney	
PMC:11190488--mentions--NCBIGene:118880887	PMC:11190488	biolink:mentions	NCBIGene:118880887	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11190488				kidney	
PMC:11194494--mentions--NCBIGene:100113425	PMC:11194494	biolink:mentions	NCBIGene:100113425	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11194494	activate	50.0	ng/mL	retinal	On Day 6, 12 mL of fresh NIM with either 50 ng/mL of BMP4
PMC:11194494--mentions--CHEBI:91387	PMC:11194494	biolink:mentions	CHEBI:91387	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11194494	inhibit	200.0	nM	retinal	On Day 6, 12 mL of fresh NIM with either 50 ng/mL of BMP4 or 200 nM of LDN-193189
PMC:11210168--mentions--UNII:HKD5QF8HP2	PMC:11210168	biolink:mentions	UNII:HKD5QF8HP2	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11210168	Promotes β-cell growth and differentiation			pancreatic	Promotes β-cell growth and differentiation
PMC:11210168--mentions--NCBIGene:921105	PMC:11210168	biolink:mentions	NCBIGene:921105	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11210168	Promotes β-cell differentiation and maturation			pancreatic	Promotes β-cell differentiation and maturation
PMC:11210168--mentions--NCBIGene:778701	PMC:11210168	biolink:mentions	NCBIGene:778701	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11210168	Inhibits hepatocyte lineage differentiation			pancreatic	Inhibits hepatocyte lineage differentiation
PMC:11210168--mentions--CHEBI:64073	PMC:11210168	biolink:mentions	CHEBI:64073	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11210168	Improves glucose tolerance by increasing insulin secretion			pancreatic	Improves glucose tolerance by increasing insulin secretion
PMC:11210168--mentions--CHEBI:17154	PMC:11210168	biolink:mentions	CHEBI:17154	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11210168	Improves glucose tolerance by increasing insulin secretion			pancreatic	Improves glucose tolerance by increasing insulin secretion
PMC:11210168--mentions--CHEBI:86193	PMC:11210168	biolink:mentions	CHEBI:86193	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11210168	Blocks Notch signaling/supports long-term self-renewal			pancreatic	Blocks Notch signaling/supports long-term self-renewal
PMC:11210168--mentions--CHEBI:26536	PMC:11210168	biolink:mentions	CHEBI:26536	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11210168	Promotes pancreatic endoderm induction			pancreatic	Promotes pancreatic endoderm induction
PMC:11216921--mentions--NCBIGene:1950	PMC:11216921	biolink:mentions	NCBIGene:1950	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11216921	proliferation	20.0	ng/mL	other	EGF (20 ng/mL; life, #PHG0311)
PMC:11216921--mentions--CHEBI:91091	PMC:11216921	biolink:mentions	CHEBI:91091	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11216921	proliferation	3.0	μM	other	CHIR99021 (3 μM; Sigma‐Aldrich, #SML1046)
PMC:11216921--mentions--CHEBI:39867	PMC:11216921	biolink:mentions	CHEBI:39867	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11216921	proliferation	1.0	mM	other	valproic acid (1 mM; Sigma‐Aldrich, #P4543)
PMC:11216921--mentions--CHEBI:87359	PMC:11216921	biolink:mentions	CHEBI:87359	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11216921	differentiation	5.0	μM	other	LY411575 (5 μM; Sigma‐Aldrich, #SML0506)
PMC:11226883--mentions--NCBIGene:118152209	PMC:11226883	biolink:mentions	NCBIGene:118152209	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11226883	growth factor	100.0	ng/ml	other	100 ng/ml bFGF
PMC:11226883--mentions--CHEBI:91091	PMC:11226883	biolink:mentions	CHEBI:91091	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11226883	pathway agonist	3.0	µM	other	3 µM CHIR99021
PMC:11226883--mentions--NCBIGene:396839	PMC:11226883	biolink:mentions	NCBIGene:396839	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11226883	signaling factor	1000.0	ng/ml	other	
PMC:11227976--mentions--NCBIGene:1950	PMC:11227976	biolink:mentions	NCBIGene:1950	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11227976	growth factor	20.0	ng/mL	other	EGF (20 ng/mL)
PMC:11227976--mentions--NCBIGene:118152209	PMC:11227976	biolink:mentions	NCBIGene:118152209	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11227976	growth factor	10.0	ng/mL	other	bFGF (10 ng/mL)
PMC:11227976--mentions--NCBIGene:102372626	PMC:11227976	biolink:mentions	NCBIGene:102372626	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11227976	growth factor	50.0	ng/mL	other	IGF (50 ng/mL)
PMC:11227976--mentions--CHEBI:91091	PMC:11227976	biolink:mentions	CHEBI:91091	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11227976	pathway agonist	3.0	µM	other	
PMC:11227976--mentions--CHEBI:88249	PMC:11227976	biolink:mentions	CHEBI:88249	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11227976	pathway inhibitor	0.25	µM	other	
PMC:11228284--mentions--CHEBI:81351	PMC:11228284	biolink:mentions	CHEBI:81351	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11228284	induction			other	a combination of Activin-A, bone morphogenetic protein 4 (BMP-4), CHIR99021 (a Wnt pathway inhibitor), fibroblast growth factor (FGF)-2, and LY294002
PMC:11228284--mentions--NCBIGene:100009569	PMC:11228284	biolink:mentions	NCBIGene:100009569	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11228284	induction			other	a combination of Activin-A, bone morphogenetic protein 4 (BMP-4), CHIR99021 (a Wnt pathway inhibitor), fibroblast growth factor (FGF)-2, and LY294002
PMC:11228284--mentions--CHEBI:91091	PMC:11228284	biolink:mentions	CHEBI:91091	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11228284	inhibition			other	a combination of Activin-A, bone morphogenetic protein 4 (BMP-4), CHIR99021 (a Wnt pathway inhibitor), fibroblast growth factor (FGF)-2, and LY294002
PMC:11228284--mentions--NCBIGene:4155959	PMC:11228284	biolink:mentions	NCBIGene:4155959	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11228284	support			other	FGF-2 further supports EC proliferation and differentiation
PMC:11228284--mentions--CHEBI:65329	PMC:11228284	biolink:mentions	CHEBI:65329	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11228284	induction			other	a combination of Activin-A, bone morphogenetic protein 4 (BMP-4), CHIR99021 (a Wnt pathway inhibitor), fibroblast growth factor (FGF)-2, and LY294002
PMC:11228284--mentions--NCBIGene:397157	PMC:11228284	biolink:mentions	NCBIGene:397157	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11228284	driver			other	VEGF-A is arguably the most potent driver
PMC:11228284--mentions--NCBIGene:100641115	PMC:11228284	biolink:mentions	NCBIGene:100641115	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11228284	role			other	both canonical and non-canonical Wnt pathways also play essential roles in vascular development
PMC:11235738--mentions--NCBIGene:100641115	PMC:11235738	biolink:mentions	NCBIGene:100641115	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11235738	regulation			other	Fate determination of inner ear organoids requires the precise regulation of WNT signaling
PMC:11235738--mentions--CHEBI:26536	PMC:11235738	biolink:mentions	CHEBI:26536	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11235738	signaling			other	Fate determination of inner ear organoids requires the precise regulation of WNT signaling, sonic hedgehog (SHH) signaling, transforming growth factor (TGF), fibroblast growth factor (FGF), bone morphogenetic protein (BMP), retinoic acid
PMC:11235738--mentions--NCBIGene:1950	PMC:11235738	biolink:mentions	NCBIGene:1950	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11235738	supplement			other	co‐cultured with chicken ellipsoidal bursa stromal cells supplemented with epidermal growth factor (EGF) and retinoic acid
PMC:11235738--mentions--NCBIGene:100519127	PMC:11235738	biolink:mentions	NCBIGene:100519127	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11235738	supplement			other	cultured with N2, B27, FGF3 and FGF10 for 12 days
PMC:11235738--mentions--NCBIGene:100525086	PMC:11235738	biolink:mentions	NCBIGene:100525086	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11235738	supplement			other	cultured with N2, B27, FGF3 and FGF10 for 12 days
PMC:11235738--mentions--CHEBI:91091	PMC:11235738	biolink:mentions	CHEBI:91091	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11235738	inhibitor			other	subsequent treatment with CHIR99021, a glycogen synthase kinase 3β (GSK3β) inhibitor
PMC:11235738--mentions--NCBIGene:100009569	PMC:11235738	biolink:mentions	NCBIGene:100009569	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11235738	signaling			other	stimulated with BMP‐4
PMC:11235738--mentions--CHEBI:91387	PMC:11235738	biolink:mentions	CHEBI:91387	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11235738	inhibitor			other	inhibition of BMP signaling with LDN‐193189
PMC:11235738--mentions--NCBIGene:4155959	PMC:11235738	biolink:mentions	NCBIGene:4155959	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11235738	signaling			other	addition of FGF‐2
PMC:11235738--mentions--Cellosaurus:CVCL_D3G6	PMC:11235738	biolink:mentions	Cellosaurus:CVCL_D3G6	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11235738				other	
PMC:11250760--mentions--NCBIGene:482208	PMC:11250760	biolink:mentions	NCBIGene:482208	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11250760				other	Wnt signaling pathway ( Fzd6 and Lgr5 )
PMC:11250760--mentions--NCBIGene:778701	PMC:11250760	biolink:mentions	NCBIGene:778701	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11250760				other	
PMC:11250760--mentions--NCBIGene:100313715	PMC:11250760	biolink:mentions	NCBIGene:100313715	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11250760				other	Lgr5
PMC:11250760--mentions--NCBIGene:608860	PMC:11250760	biolink:mentions	NCBIGene:608860	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11250760				other	
PMC:11260683--mentions--CHEBI:81351	PMC:11260683	biolink:mentions	CHEBI:81351	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11260683	induction			other	by adding a high concentration of Activin A
PMC:11263033--mentions--NCBIGene:778701	PMC:11263033	biolink:mentions	NCBIGene:778701	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11263033		5.0	ng/mL	other	
PMC:11263033--mentions--NCBIGene:3084	PMC:11263033	biolink:mentions	NCBIGene:3084	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11263033		5.0	ng/mL	other	5 ng/mL NRG1 (# 100–03, Peprotech, Cranbury, NJ, USA)
PMC:11263033--mentions--NCBIGene:443306	PMC:11263033	biolink:mentions	NCBIGene:443306	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11263033		5.0	ng/mL	other	5 ng/mL FGF2 (# 100–18B, Peprotech)
PMC:11263033--mentions--NCBIGene:100525086	PMC:11263033	biolink:mentions	NCBIGene:100525086	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11263033		10.0	ng/mL	other	10 ng/mL FGF10 (# 100–26, Peprotech)
PMC:11263033--mentions--CHEBI:91091	PMC:11263033	biolink:mentions	CHEBI:91091	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11263033		5.0	μM	other	1 μM CHIR99021 (# 2520691, Biogems, Colinas, CA, USA)
PMC:11263568--mentions--CHEBI:91387	PMC:11263568	biolink:mentions	CHEBI:91387	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11263568	BMP signaling inhibitor			other	LDN193189 (a BMP signaling inhibitor)
PMC:11263568--mentions--CHEBI:91108	PMC:11263568	biolink:mentions	CHEBI:91108	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11263568	activin-nodal signaling inhibitor			other	SB431542 (an activin-nodal signaling inhibitor)
PMC:11263568--mentions--CHEBI:78510	PMC:11263568	biolink:mentions	CHEBI:78510	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11263568	BMP signaling inhibitor			other	alternative BMP inhibitors, such as dorsomorphin
PMC:11263568--mentions--CHEBI:91091	PMC:11263568	biolink:mentions	CHEBI:91091	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11263568	WNT activation			other	CHIR99021 (WNT activation)
PMC:11263568--mentions--NCBIGene:443306	PMC:11263568	biolink:mentions	NCBIGene:443306	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11263568	enhance neural differentiation			other	with FGF2 to enhance the neural differentiation of pluripotent stem cells
PMC:11263568--mentions--CHEBI:26536	PMC:11263568	biolink:mentions	CHEBI:26536	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11263568	promote caudal and ventral patterning			other	retinoic acid (RA)
PMC:11263568--mentions--NCBIGene:608860	PMC:11263568	biolink:mentions	NCBIGene:608860	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11263568	promote caudal and ventral patterning			other	recombinant SHH (Sonic Hedgehog)
PMC:11263568--mentions--CHEBI:75728	PMC:11263568	biolink:mentions	CHEBI:75728	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11263568	promote caudal and ventral patterning			other	SAG (Smoothened Agonist)
PMC:11263568--mentions--CHEBI:86193	PMC:11263568	biolink:mentions	CHEBI:86193	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11263568	promote neurogenesis			other	potent γ-secretase inhibitor DAPT, which is known to promote neurogenesis
PMC:11263568--mentions--NCBIGene:100313715	PMC:11263568	biolink:mentions	NCBIGene:100313715	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11263568				other	
PMC:11272814--mentions--NCBIGene:100313715	PMC:11272814	biolink:mentions	NCBIGene:100313715	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11272814	null			liver	In their studies, LOs were cultured in both expansion medium (EM) and differentiation medium (DM)
PMC:11274427--mentions--CHEBI:92773	PMC:11274427	biolink:mentions	CHEBI:92773	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11274427	Rho kinase inhibitor	10.0	µM	gastric	supplemented with 10 µM Rho kinase inhibitor Y27632
PMC:11274427--mentions--CHEBI:91091	PMC:11274427	biolink:mentions	CHEBI:91091	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11274427		10.0	µM	gastric	grown in IntestiCult Organoid Growth Medium containing 10 µM of Y27632 and 10 µM of Chir99021
PMC:11304926--mentions--NCBIGene:100622113	PMC:11304926	biolink:mentions	NCBIGene:100622113	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11304926	Wnt signal potentiator			liver	R-spondin1, a well-known Wnt signal potentiator, caused a 15–20% increase in the number of EpCAM + cells
PMC:11304926--mentions--PUBCHEM.COMPOUND:155011957	PMC:11304926	biolink:mentions	PUBCHEM.COMPOUND:155011957	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11304926	inhibition			liver	Specific inhibition of TGF-β receptors Alk4/5/7 by the small molecule inhibitor A83-01 extended the time in culture, and enhanced colony-forming efficiency
PMC:11304926--mentions--NCBIGene:482208	PMC:11304926	biolink:mentions	NCBIGene:482208	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11304926	DE formation			liver	After 3 days of exposing cells to Activin A with Wnt3a for DE formation
PMC:11304926--mentions--NCBIGene:1950	PMC:11304926	biolink:mentions	NCBIGene:1950	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11304926	expansion			liver	Isolated mice hepatocytes were embedded in growth-factor reduced Matrigel with expansion medium containing EGF, HGF and TNFa
PMC:11304926--mentions--NCBIGene:100525120	PMC:11304926	biolink:mentions	NCBIGene:100525120	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11304926	expansion			liver	Isolated mice hepatocytes were embedded in growth-factor reduced Matrigel with expansion medium containing EGF, HGF and TNFa
PMC:11304926--mentions--NCBIGene:100169660	PMC:11304926	biolink:mentions	NCBIGene:100169660	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11304926	expansion			liver	TNFa, an injury-induced inflammatory cytokine, may be implicated in expansion of hepatocyte organoids
PMC:11304926--mentions--CHEBI:93891	PMC:11304926	biolink:mentions	CHEBI:93891	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11304926	upregulation			liver	Forskolin addition upregulated Lgr5 and the ductal marker CK19
PMC:11304926--mentions--CHEBI:81351	PMC:11304926	biolink:mentions	CHEBI:81351	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11304926	DE formation			liver	After 3 days of exposing cells to Activin A with Wnt3a for DE formation
PMC:11304926--mentions--NCBIGene:100113425	PMC:11304926	biolink:mentions	NCBIGene:100113425	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11304926	hepatic specification			liver	the cells were further treated with BMP4 and FGF2 for another 5 days for their restriction into a hepatic specification lineage
PMC:11304926--mentions--NCBIGene:443306	PMC:11304926	biolink:mentions	NCBIGene:443306	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11304926	hepatic specification			liver	the cells were further treated with BMP4 and FGF2 for another 5 days for their restriction into a hepatic specification lineage
PMC:11304926--mentions--NCBIGene:778701	PMC:11304926	biolink:mentions	NCBIGene:778701	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11304926	interfere with HE			liver	EGF and Noggin may interfere with HE during organoid generation by promoting cholangiocyte specification
PMC:11315182--mentions--NCBIGene:1950	PMC:11315182	biolink:mentions	NCBIGene:1950	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11315182	growth factor	5.0	ng/mL	intestinal	EGF 1-53 (2.5 μg) 5 ng/mL
PMC:11315182--mentions--NCBIGene:112007492	PMC:11315182	biolink:mentions	NCBIGene:112007492	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11315182	growth factor	50.0	μg/mL	intestinal	BPE (25 mg) 50 μg/mL
PMC:11315182--mentions--CHEBI:75393	PMC:11315182	biolink:mentions	CHEBI:75393	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11315182	pathway agonist	10.0	μM	intestinal	Y-27632 dihydrochloride (10 mM) 10 μM
PMC:11315182--mentions--CHEBI:233322	PMC:11315182	biolink:mentions	CHEBI:233322	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11315182	signaling factor	500.0	nM	intestinal	A83-01 (1 mM) 500 nM
PMC:11315182--mentions--CHEBI:16469	PMC:11315182	biolink:mentions	CHEBI:16469	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11315182	signaling factor	10.0	nM	intestinal	Estradiol (10 μM) 10 nM
PMC:11315182--mentions--CHEBI:17347	PMC:11315182	biolink:mentions	CHEBI:17347	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11315182	signaling factor	10.0	nM	intestinal	Testosterone (10 μM) 10 nM
PMC:11315182--mentions--CHEBI:17823	PMC:11315182	biolink:mentions	CHEBI:17823	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11315182	signaling factor	10.0	μM	intestinal	Calcitriol (10 mM) 10 μM
PMC:11315182--mentions--PR:000014330	PMC:11315182	biolink:mentions	PR:000014330	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11315182	signaling factor			intestinal	Human recombinant R-Spondin-1
PMC:11315182--mentions--NCBIGene:778701	PMC:11315182	biolink:mentions	NCBIGene:778701	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11315182	signaling factor			intestinal	Human recombinant Noggin
PMC:11315325--mentions--CHEBI:91108	PMC:11315325	biolink:mentions	CHEBI:91108	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11315325	SMAD signaling inhibitor	10.0	μM	retinal	
PMC:11315325--mentions--NCBIGene:100113425	PMC:11315325	biolink:mentions	NCBIGene:100113425	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11315325	direct the PSCs toward the neuroectoderm and retinal fate	3.0	nM	retinal	then replaced with 3 nM BMP4
PMC:11315325--mentions--CHEBI:81351	PMC:11315325	biolink:mentions	CHEBI:81351	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11315325	agonist	100.0	ng/mL	retinal	100 ng/mL activin A
PMC:11315325--mentions--Cellosaurus:CVCL_LJ39	PMC:11315325	biolink:mentions	Cellosaurus:CVCL_LJ39	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11315325				retinal	
PMC:11321309--mentions--NCBIGene:821613	PMC:11321309	biolink:mentions	NCBIGene:821613	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11321309	reprogramming			other	The use of Oct4, Sox2, Klf4, and c-Myc with valproic acid and 5% oxygen achieved a reprogramming efficiency of about 0.03% in dermal papilla cells when compared with about 0.01% in dermal fibroblasts.
PMC:11321309--mentions--NCBIGene:101110563	PMC:11321309	biolink:mentions	NCBIGene:101110563	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11321309	reprogramming			other	The use of Oct4, Sox2, Klf4, and c-Myc with valproic acid and 5% oxygen achieved a reprogramming efficiency of about 0.03% in dermal papilla cells when compared with about 0.01% in dermal fibroblasts.
PMC:11321309--mentions--NCBIGene:595111	PMC:11321309	biolink:mentions	NCBIGene:595111	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11321309	reprogramming			other	The use of Oct4, Sox2, Klf4, and c-Myc with valproic acid and 5% oxygen achieved a reprogramming efficiency of about 0.03% in dermal papilla cells when compared with about 0.01% in dermal fibroblasts.
PMC:11321309--mentions--NCBIGene:110535641	PMC:11321309	biolink:mentions	NCBIGene:110535641	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:11321309	reprogramming			other	The use of Oct4, Sox2, Klf4, and c-Myc with valproic acid and 5% oxygen achieved a reprogramming efficiency of about 0.03% in dermal papilla cells when compared with about 0.01% in dermal fibroblasts.
